Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges
Female,No,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.85,328.35
Male,Yes,Yes,No,50,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.1,4655.0
Male,Yes,Yes,Yes,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),28.72,1464.72
Male,Yes,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,111.08,6220.48
Female,No,Yes,No,27,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,90.6,2446.2
Male,No,No,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),34.9,1849.7
Female,No,No,No,72,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),114.79,8264.88
Female,Yes,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,31.88,988.28
Female,No,Yes,Yes,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),29.86,895.8
Male,Yes,No,No,22,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,35.03,770.66
Female,Yes,No,Yes,2,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),50.09,100.18
Female,No,Yes,No,28,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,79.1,2214.8
Female,Yes,No,Yes,30,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),80.48,2414.4
Female,Yes,Yes,Yes,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.13,1231.37
Female,No,No,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,117.58,7172.38
Female,Yes,Yes,Yes,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.53,796.79
Male,Yes,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),27.42,712.92
Female,Yes,Yes,Yes,50,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,76.19,3809.5
Male,Yes,Yes,Yes,37,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),67.09,2482.33
Female,No,Yes,No,5,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,107.61,538.05
Female,No,Yes,Yes,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),29.68,1454.32
Female,Yes,No,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,91.17,5834.88
Male,No,No,Yes,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.76,272.36
Male,No,Yes,No,19,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,67.74,1287.06
Male,No,No,Yes,51,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),86.89,4431.39
Female,Yes,Yes,Yes,38,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),115.67,4395.46
Male,Yes,Yes,No,64,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,36.65,2345.6
Female,No,No,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),78.18,1172.7
Male,No,Yes,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.51,580.77
Male,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),31.69,31.69
Female,No,No,No,27,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),104.22,2813.94
Female,No,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.01,1178.38
Male,Yes,No,No,33,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),115.33,3805.89
Male,Yes,No,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.74,1904.4
Male,No,Yes,No,53,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),113.32,6005.96
Male,Yes,No,No,52,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.12,4062.24
Female,Yes,No,Yes,0,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),100.72,0.0
Female,No,No,Yes,4,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,69.68,278.72
Male,No,No,Yes,8,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),87.96,703.68
Male,Yes,Yes,Yes,27,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,68.1,1838.7
Male,No,No,No,15,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),103.12,1546.8
Male,Yes,No,Yes,13,No,No phone service,DSL,Yes,No,Yes,No,No,No,Two year,No,Mailed check,43.02,559.26
Female,No,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.37,29.37
Male,No,Yes,No,37,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,110.08,4072.96
Male,Yes,Yes,Yes,21,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),75.69,1589.49
Female,No,No,Yes,14,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,73.96,1035.44
Female,No,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),103.09,5773.04
Female,Yes,Yes,Yes,20,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),118.51,2370.2
Female,Yes,Yes,No,56,No,No phone service,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,40.13,2247.28
Male,No,Yes,No,43,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,40.7,1750.1
Female,No,No,No,13,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),76.04,988.52
Male,No,Yes,No,5,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,116.22,581.1
Male,No,No,No,53,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),100.13,5306.89
Male,Yes,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,27.22,1197.68
Female,No,No,No,54,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),72.51,3915.54
Male,Yes,No,Yes,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),116.32,8026.08
Male,Yes,No,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,27.29,1528.24
Female,No,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),99.2,2281.6
Female,Yes,Yes,Yes,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),109.31,4481.71
Male,No,Yes,Yes,42,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,92.28,3875.76
Female,No,Yes,No,32,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,51.02,1632.64
Male,Yes,Yes,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,32.09,1732.86
Male,Yes,No,No,4,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),54.4,217.6
Female,Yes,No,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),27.96,1901.28
Male,No,No,Yes,36,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,107.34,3864.24
Female,No,Yes,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),28.14,422.1
Male,No,Yes,No,65,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,77.57,5042.05
Female,Yes,No,Yes,25,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),115.01,2875.25
Female,No,Yes,No,40,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),77.01,3080.4
Female,No,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,28.31,1755.22
Female,Yes,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.62,1383.68
Male,No,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,26.68,987.16
Male,Yes,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,30.44,608.8
Female,Yes,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),21.52,1011.44
Female,Yes,Yes,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.48,292.24
Female,No,Yes,No,48,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,78.28,3757.44
Male,Yes,Yes,No,15,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,102.36,1535.4
Male,Yes,Yes,Yes,65,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),82.36,5353.4
Female,Yes,Yes,No,18,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),41.61,748.98
Male,Yes,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),104.88,419.52
Female,No,Yes,No,17,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,70.27,1194.59
Male,No,Yes,No,52,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,65.59,3410.68
Female,No,Yes,No,71,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,92.33,6555.43
Male,No,No,Yes,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.09,361.8
Female,Yes,Yes,No,28,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,67.01,1876.28
Female,Yes,Yes,Yes,21,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,68.48,1438.08
Male,Yes,No,No,44,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),55.36,2435.84
Female,Yes,No,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.22,1468.32
Female,Yes,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.41,1036.53
Female,No,Yes,No,31,No,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,No,Mailed check,52.68,1633.08
Male,No,Yes,Yes,30,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,40.99,1229.7
Male,No,No,No,63,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,96.29,6066.27
Female,No,Yes,No,15,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),88.08,1321.2
Male,No,No,No,46,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,92.54,4256.84
Male,No,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.54,985.92
Female,Yes,No,No,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.59,1238.42
Male,Yes,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),23.69,1421.4
Female,Yes,No,Yes,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,100.68,4429.92
Female,No,No,Yes,10,Yes,No,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),79.38,793.8
Male,Yes,Yes,Yes,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.91,897.3
Female,Yes,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),85.47,5128.2
Male,Yes,Yes,Yes,4,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),99.54,398.16
Female,No,Yes,Yes,56,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.17,5385.52
Female,Yes,No,No,38,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),89.74,3410.12
Male,No,Yes,No,30,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.48,2534.4
Female,No,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.38,36.76
Male,No,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,93.18,1024.98
Male,Yes,No,No,9,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,54.24,488.16
Male,No,Yes,Yes,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,34.34,2060.4
Male,No,No,No,25,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),43.37,1084.25
Male,Yes,Yes,No,19,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,37.99,721.81
Male,No,Yes,No,71,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),114.93,8160.03
Female,Yes,Yes,No,41,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),97.08,3980.28
Male,Yes,No,Yes,41,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,40.52,1661.32
Male,Yes,Yes,Yes,13,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,53.32,693.16
Male,No,Yes,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.64,214.48
Female,Yes,Yes,No,9,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,62.92,566.28
Female,No,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.74,498.54
Female,No,No,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.09,1214.95
Female,No,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),80.74,4037.0
Male,Yes,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,98.52,4433.4
Female,No,Yes,No,12,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,55.83,669.96
Female,Yes,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.86,1194.4
Female,Yes,Yes,No,37,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,48.13,1780.81
Male,No,Yes,No,50,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),68.59,3429.5
Male,No,No,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),31.97,1246.83
Male,Yes,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.93,359.67
Male,No,Yes,No,57,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),66.15,3770.55
Male,No,Yes,Yes,36,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),78.21,2815.56
Male,No,Yes,No,62,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,59.5,3689.0
Female,No,No,No,30,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,52.09,1562.7
Female,Yes,No,Yes,19,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),113.13,2149.47
Male,Yes,No,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Mailed check,92.15,6542.65
Male,Yes,Yes,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.64,82.92
Male,No,Yes,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.04,493.68
Female,Yes,Yes,Yes,28,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),43.85,1227.8
Female,Yes,No,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,23.32,116.6
Female,No,Yes,Yes,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.67,1232.22
Female,No,No,No,36,No,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,39.52,1422.72
Male,No,No,No,57,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,105.92,6037.44
Female,No,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.47,1590.55
Male,Yes,Yes,Yes,53,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),70.18,3719.54
Female,No,Yes,No,30,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,100.99,3029.7
Male,Yes,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),27.83,111.32
Male,Yes,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),29.24,643.28
Female,Yes,Yes,No,41,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),76.1,3120.1
Male,Yes,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),29.71,1990.57
Female,No,No,Yes,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,30.4,2188.8
Male,No,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),31.54,473.1
Female,Yes,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.42,1520.82
Female,No,No,Yes,14,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,116.11,1625.54
Male,No,Yes,No,68,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,98.87,6723.16
Male,No,Yes,No,48,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),39.34,1888.32
Female,Yes,No,Yes,14,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),44.51,623.14
Male,Yes,Yes,Yes,4,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.34,373.36
Male,No,Yes,No,25,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,83.68,2092.0
Female,No,No,Yes,36,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,58.54,2107.44
Female,Yes,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.05,1202.5
Female,Yes,Yes,No,12,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),115.64,1387.68
Female,No,No,Yes,8,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),65.22,521.76
Male,No,Yes,No,68,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),73.3,4984.4
Female,Yes,Yes,Yes,62,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),99.91,6194.42
Female,Yes,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.54,349.18
Female,Yes,Yes,No,38,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,73.12,2778.56
Female,Yes,No,Yes,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),28.03,840.9
Female,No,No,Yes,22,No,No phone service,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,84.87,1867.14
Male,Yes,Yes,Yes,62,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),57.72,3578.64
Female,Yes,Yes,No,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.02,0.0
Female,Yes,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.36,909.92
Male,Yes,Yes,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.9,170.1
Female,No,No,No,45,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),98.91,4450.95
Male,No,No,Yes,16,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),100.19,1603.04
Female,Yes,No,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,81.9,5077.8
Female,Yes,No,Yes,6,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,93.73,562.38
Female,No,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),28.84,1932.28
Female,No,Yes,No,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),30.73,1536.5
Male,No,Yes,Yes,8,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,44.65,357.2
Male,Yes,Yes,Yes,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.99,495.84
Male,No,No,No,9,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),108.86,979.74
Male,No,No,Yes,56,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),45.92,2571.52
Female,Yes,Yes,Yes,9,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),83.32,749.88
Male,No,No,No,51,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),55.03,2806.53
Female,Yes,No,No,25,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Mailed check,74.24,1856.0
Male,Yes,Yes,Yes,30,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),86.96,2608.8
Male,Yes,No,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.41,591.89
Male,Yes,Yes,Yes,22,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,64.75,1424.5
Male,No,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),83.69,3431.29
Male,No,Yes,Yes,17,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),81.31,1382.27
Female,Yes,Yes,Yes,34,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),101.36,3446.24
Male,Yes,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),26.63,1784.21
Male,Yes,Yes,Yes,60,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,56.73,3403.8
Male,Yes,Yes,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.97,59.91
